Zipcode,Address,Population_x,Median Age,Household Income,Per Capita Income,Poverty Rate,Lat,Lng,Bank Count,Population_y,Unemployment Rate
33029,"Hollywood, FL 33029, USA",47086,36.6,88264,30976,3.32370556,25.9839048,-80.4326521,14,48169.0,3.439971766073616
74066,"Sapulpa, OK 74066, USA",31116,38.9,44675,22844,13.51716159,35.9980959,-96.1314928,13,32474.0,1.4842643345445587
85553,"Tonto Basin, AZ 85553, USA",1441,64.6,36442,28245,16.93268563,33.8102795,-111.2368084,0,1683.0,3.0897207367795603
7718,"Belford, NJ 07718, USA",6143,40.5,87398,36267,6.82077161,29.091596,-98.8632494,6,,
74456,"Preston, OK 74456, USA",231,30.6,27750,16345,23.37662338,35.7124995,-95.9918507,2,223.0,3.1390134529147984
32187,"San Mateo, FL 32187, USA",1996,46.5,30300,18933,15.88176353,29.5775097,-81.5486728,0,1654.0,1.6928657799274487
59529,"Hogeland, MT 59529, USA",143,57.2,115938,70966,1.398601399,48.7645002,-108.7498486,0,188.0,0.0
45646,"Latham, OH 45646, USA",361,41.3,82604,28220,7.202216066,39.0791318,-83.3468784,0,205.0,6.341463414634147
6801,"Bethel, CT 06801, USA",18911,40.9,85884,38941,3.870763048,47.3810193,-92.6428514,0,,
1585,"West Brookfield, MA 01585, USA",4646,45.7,62667,31262,10.03013345,36.8349426,-87.7038181,0,,
72036,"Cotton Plant, AR 72036, USA",757,47,22361,13850,26.68428005,35.0101733,-91.2698475,0,680.0,3.9705882352941178
8540,"Princeton, NJ 08540, USA",47316,37.5,125439,61810,4.161383042,39.8517785,-106.8455943,0,,
25111,"Indore, WV 25111, USA",723,43.4,36417,15064,32.08852006,38.3920732,-81.1526976,0,588.0,3.9115646258503403
65243,"Clark, MO 65243, USA",3176,29.3,55885,16802,25.15743073,39.2809755,-92.3427191,1,2585.0,4.564796905222437
14411,"Albion, NY 14411, USA",14257,39.9,42967,18461,13.60735078,43.2229834,-78.2476146,5,14237.0,2.3600477628713916
62449,"Oblong, IL 62449, USA",2971,41.5,46765,25332,8.347357792,39.0104562,-87.8942451,3,3058.0,1.8639633747547417
35956,"Boaz, AL 35956, USA",8716,40,46844,19615,12.32216613,34.1586286,-86.1141045,11,9276.0,2.3717119448037947
82934,"Granger, WY 82934, USA",239,33.1,32450,13016,7.112970711,41.5937675,-109.9973244,0,303.0,6.600660066006601
12789,"Woodridge, NY 12789, USA",1887,37.5,51827,23318,10.81081081,41.6918858,-74.5814773,4,2174.0,5.289788408463662
59087,"Winnett, MT 59087, USA",506,48.3,41250,22816,10.27667984,47.0113803,-108.2242196,0,393.0,3.5623409669211195
28226,"Charlotte, NC 28226, USA",37412,41.1,68291,48777,6.388324602,35.1173473,-80.7990185,113,38452.0,2.197544991157807
15018,"Buena Vista, PA 15018, USA",668,44.1,50588,20773,13.32335329,40.286781,-79.7876449,15,892.0,5.7174887892376685
78351,"Driscoll, TX 78351, USA",564,37,36985,16011,20.74468085,27.6654382,-97.7538935,0,391.0,0.0
99506,"Joint Base Elmendorf-Richardson, AK 99506, USA",7499,22,60753,19565,4.867315642,61.2744031,-149.7871533,10,7255.0,0.6891798759476223
28208,"Charlotte, NC 28208, USA",34474,32.9,28435,14056,31.94001276,35.212973,-80.9097127,99,37678.0,8.116142045756144
95246,"Mountain Ranch, CA 95246, USA",1207,52.8,47379,29646,5.21955261,38.2449553,-120.5048792,0,1001.0,6.393606393606394
63014,"Berger, MO 63014, USA",467,48.4,32188,19712,22.48394004,38.6662286,-91.3469247,1,827.0,1.2091898428053205
6422,"Durham, CT 06422, USA",7380,42.5,124179,47679,0.93495935,40.1936997,-105.8514972,1,,
46312,"East Chicago, IN 46312, USA",29584,29.8,27583,13497,35.46849648,41.6428269,-87.4504888,51,28728.0,5.701754385964913
60091,"Wilmette, IL 60091, USA",27268,43.8,129551,67089,2.977849494,42.0805743,-87.7320368,151,27335.0,1.9206145966709347
58503,"Bismarck, ND 58503, USA",27196,37.3,81341,38377,4.416090602,46.8871785,-100.7209975,17,31999.0,0.6343948248382763
14715,"Bolivar, NY 14715, USA",2763,40.2,45030,22257,15.63517915,42.0765655,-78.1792434,2,2913.0,5.115001716443529
97721,"Princeton, OR 97721, USA",610,30.7,27321,11412,50.98360656,42.58252,-118.521529,0,326.0,0.3067484662576687
49098,"Watervliet, MI 49098, USA",6388,37,42237,18480,21.08641202,42.1549524,-86.2361744,5,6042.0,3.3101621979476996
10303,"Staten Island, NY 10303, USA",24537,31.1,51537,22077,21.82825936,40.6311444,-74.1739057,174,25804.0,1.9764377615873507
76950,"Sonora, TX 76950, USA",4069,35.5,53500,27732,7.176210371,30.3776869,-100.5296115,0,3915.0,2.9118773946360155
72315,"Blytheville, AR 72315, USA",24120,34.4,37044,19837,23.58623549,35.8933774,-89.9066314,15,22683.0,4.19697570868051
67839,"Dighton, KS 67839, USA",1251,46.8,49773,30282,9.67226219,38.4456222,-100.3497895,0,1340.0,0.9701492537313433
18237,"McAdoo, PA 18237, USA",3848,39.1,42140,20172,11.9022869,40.8888417,-75.9985693,13,3353.0,6.680584551148225
3276,"Tilton, NH 03276, USA",8394,41.9,58449,25690,13.17607815,32.2819566,-93.785344,2,,
94040,"Mountain View, CA 94040, USA",33852,35.7,99375,54558,8.599196502,37.3785351,-122.086585,102,35470.0,2.475331265858472
24281,"Rose Hill, VA 24281, USA",2691,37.6,22902,15557,37.08658491,36.6591508,-83.3148018,2,2674.0,3.3283470456245325
23055,"Fork Union, VA 23055, USA",936,48,59648,21737,1.388888889,37.7788311,-78.2362225,1,935.0,8.556149732620321
52315,"Newhall, IA 52315, USA",958,42.4,61750,27831,1.461377871,42.0012884,-92.0077316,2,1255.0,1.5139442231075697
61062,"Pearl City, IL 61062, USA",1964,40.7,60000,26087,9.266802444,42.2755343,-89.8130356,1,1766.0,1.6421291053227633
83122,"Grover, WY 83122, USA",469,36.1,83333,28556,0,42.8218259,-110.9566245,0,740.0,0.0
40060,"Raywick, KY 40060, USA",1115,44.2,40813,18390,14.08071749,37.5302785,-85.4581859,0,1032.0,4.166666666666667
8859,"Parlin, NJ 08859, USA",21594,38.9,79835,35353,6.075761786,42.6960673,26.4123787,22,,
31771,"Norman Park, GA 31771, USA",6207,32.9,33524,17690,20.62187852,31.2664145,-83.6561215,0,6580.0,2.765957446808511
60565,"Naperville, IL 60565, USA",40864,40.8,113581,45408,3.57527408,41.7353591,-88.1193763,129,40717.0,2.5321118942947662
45036,"Lebanon, OH 45036, USA",38476,36.9,68633,27591,7.74768687,39.445842,-84.2067992,23,39109.0,1.9637423610933544
40769,"Williamsburg, KY 40769, USA",18135,36.9,27221,14298,27.19602978,36.7434075,-84.1598641,7,17999.0,2.6834824156897605
54979,"Van Dyne, WI 54979, USA",1400,42.9,65313,26566,1.714285714,43.867169,-88.5081765,3,1338.0,1.5695067264573992
72401,"Jonesboro, AR 72401, USA",55197,31.6,34819,20130,26.8456619,35.8916172,-90.658333,28,57220.0,3.4760573226144706
50002,"Adair, IA 50002, USA",1338,41.3,40550,23974,15.3961136,41.5283965,-94.6243751,2,1443.0,3.3957033957033955
85606,"Cochise, AZ 85606, USA",1426,53.4,27406,17731,25.2454418,32.054524,-109.9020509,0,1183.0,3.1276415891800506
44147,"Broadview Heights, OH 44147, USA",19331,42.1,76021,37217,6.533547152,41.33031,-81.6802054,63,19345.0,1.4990953734815198
48386,"White Lake, MI 48386, USA",18081,42.9,74321,33301,6.448758365,42.6489461,-83.4750241,29,17566.0,2.7780940453148126
8854,"Piscataway Township, NJ 08854, USA",56874,33.2,91164,32262,4.970636846,33.8528941,-109.1824567,0,,
49411,"Free Soil, MI 49411, USA",1523,47.1,44450,25531,13.59159554,44.0925394,-86.2767995,0,1554.0,3.9253539253539254
1469,"Townsend, MA 01469, USA",7044,40.4,78985,34037,4.997160704,37.3032872,-82.6466401,2,,
85250,"Scottsdale, AZ 85250, USA",16653,48.6,59358,39968,7.788386477,33.5243639,-111.8985922,102,17711.0,2.3996386426514595
48416,"Brown City, MI 48416, USA",4986,38.6,43397,20143,14.64099479,43.2102347,-82.9716617,4,5018.0,3.4874451972897567
12156,"Schodack Landing, NY 12156, USA",933,40.5,64107,31616,12.96891747,42.4798662,-73.7360175,9,1068.0,5.52434456928839
7082,"Towaco, NJ 07082, USA",5107,45.9,129432,59216,3.309183474,47.9623949,-92.8937893,0,,
16665,"Newry, PA 16665, USA",291,43.3,27188,19095,19.24398625,40.3922417,-78.4346936,23,348.0,1.4367816091954022
30564,"Murrayville, GA 30564, USA",3714,40.5,64213,23422,9.71997846,34.4762579,-83.8579053,6,3114.0,2.151573538856776
52362,"Wyoming, IA 52362, USA",670,49.1,38359,27973,3.582089552,42.0540378,-91.0011902,3,902.0,0.9977827050997783
47591,"Vincennes, IN 47591, USA",26995,37.1,40815,20681,14.11002037,38.605823,-87.5198011,11,25935.0,2.949681897050318
47967,"New Richmond, IN 47967, USA",924,35.5,53462,19191,9.632034632,40.1779663,-86.9924358,1,633.0,1.4218009478672986
41564,"Sidney, KY 41564, USA",1312,34.3,41806,16302,19.89329268,37.6143052,-82.3560389,0,957.0,3.9707419017763845
65332,"Green Ridge, MO 65332, USA",1656,40.3,40511,18929,14.00966184,38.6247363,-93.3993751,1,1274.0,2.2762951334379906
71353,"Melville, LA 71353, USA",1646,43.4,26719,19660,36.39125152,30.68885,-91.7441475,1,1826.0,1.1500547645125958
54733,"Dallas, WI 54733, USA",1305,41.3,50809,23292,10.57471264,45.2653649,-91.8695542,3,1291.0,1.7815646785437644
73771,"Wakita, OK 73771, USA",450,48.9,45536,27035,6.888888889,36.9049895,-97.9157099,1,392.0,1.530612244897959
98358,"Nordland, WA 98358, USA",1237,51.6,51146,28010,6.224737268,48.055251,-122.6957073,4,1084.0,0.0
51433,"Auburn, IA 51433, USA",582,48.3,47500,22422,6.013745704,42.2708877,-94.8728093,0,450.0,2.0
54524,"Fifield, WI 54524, USA",743,44.7,43047,24178,18.43876178,45.8462439,-90.4054861,0,727.0,1.2379642365887207
11385,"Ridgewood, NY 11385, USA",99379,35,50799,23272,18.03298484,40.6980708,-73.8948295,199,106598.0,3.0169421565132555
90003,"Los Angeles, CA 90003, USA",66200,26.2,29686,9963,39.02114804,33.9657994,-118.2731269,114,70490.0,5.440488012484041
45328,"Gettysburg, OH 45328, USA",692,30.4,43750,14939,28.03468208,40.1124889,-84.4940315,3,622.0,4.823151125401929
30268,"Palmetto, GA 30268, USA",9736,32.7,47421,22939,12.48972884,33.5272883,-84.7106567,1,10425.0,5.074340527577938
97875,"Stanfield, OR 97875, USA",2707,36,55478,22277,11.89508681,45.8063701,-119.1698118,1,3113.0,4.529392868615483
45684,"Stout, OH 45684, USA",1862,40.8,47517,18795,13.58754028,38.6432345,-83.1863358,2,2200.0,3.409090909090909
64625,"Breckenridge, MO 64625, USA",549,43.7,36250,20795,17.12204007,39.7340069,-93.8044831,1,446.0,4.260089686098655
20143,"Catharpin, VA 20143, USA",1081,42.8,139938,51051,2.405180389,38.8568373,-77.5676735,21,1259.0,0.8737092930897538
12831,"Gansevoort, NY 12831, USA",17644,40.3,71393,33481,3.882339606,43.2029076,-73.6771662,1,17585.0,1.8311060562979813
33614,"Tampa, FL 33614, USA",48125,35.5,35098,18039,23.22701299,28.0133862,-82.5077593,147,47751.0,3.681598291135264
15656,"Leechburg, PA 15656, USA",10208,43.9,47658,25820,12.27468652,40.6327659,-79.6277523,15,10216.0,3.0638214565387627
53936,"Grand Marsh, WI 53936, USA",2555,37.3,44583,13364,5.596868885,43.8382903,-89.7098185,1,2529.0,2.0561486753657574
97633,"Merrill, OR 97633, USA",1416,36.3,40742,18448,17.51412429,42.0153397,-121.5405251,2,1150.0,2.5217391304347827
2802,"Albion, RI 02802, USA",919,37.2,48456,42134,0,37.7402417,-85.9037566,31,,
77434,"Eagle Lake, TX 77434, USA",4701,34.2,35105,16735,23.73962987,29.5219585,-96.3438785,1,4781.0,4.015896256013386
18473,"White Mills, PA 18473, USA",432,41.8,50052,27326,19.90740741,41.529045,-75.2143584,20,774.0,0.0
83638,"McCall, ID 83638, USA",5876,43.3,53850,26119,6.262763785,45.0942822,-115.8980516,0,6832.0,1.1855971896955504
87734,"Ocate, NM 87734, USA",190,60.4,42813,19060,44.73684211,36.2069433,-105.0791228,0,322.0,2.1739130434782608
24887,"Switchback, WV 24887, USA",125,14.8,,4526,88.8,37.3761297,-81.3793366,0,0.0,
28732,"Fletcher, NC 28732, USA",15406,40.6,45273,26177,9.269115929,35.4393566,-82.4536115,10,17533.0,1.9106827125990988
47952,"Kingman, IN 47952, USA",2685,45.5,37232,20271,18.2122905,39.9709267,-87.3214908,2,2986.0,2.679169457468185
38858,"Nettleton, MS 38858, USA",7392,39.1,38586,18655,23.80952381,34.1222666,-88.5371958,0,6860.0,4.373177842565598
80831,"Peyton, CO 80831, USA",22256,35,81000,31028,6.411754134,38.9458493,-104.5189214,5,23859.0,2.7117649524288527
97366,"Newport, OR 97366, USA",1301,58.8,53135,36010,4.996156802,44.5772172,-124.053674,10,1540.0,2.272727272727273
53018,"Delafield, WI 53018, USA",8120,43.3,94873,42783,3.177339901,43.0373723,-88.3919026,28,7983.0,2.5053238131028435
56358,"Ogilvie, MN 56358, USA",3353,41.2,49091,20779,13.9874739,45.8325877,-93.464192,0,3165.0,3.1911532385466033
67661,"Phillipsburg, KS 67661, USA",3352,45.4,40882,23569,8.293556086,39.8554659,-99.2785583,0,3228.0,0.9603469640644362
34744,"Kissimmee, FL 34744, USA",44675,36.2,45589,19455,17.42585339,28.2923689,-81.3289397,42,51648.0,3.008828996282528
49874,"Powers, MI 49874, USA",1208,46.9,35729,19398,15.64569536,45.7436299,-87.4928554,1,1021.0,2.4485798237022527
31547,"Kings Bay Base, GA 31547, USA",952,22,45238,24428,12.18487395,30.783719,-81.5514154,12,1438.0,0.8344923504867872
23440,"Tangier, VA 23440, USA",483,55.7,40833,20990,21.32505176,37.835345,-75.9898631,0,439.0,1.1389521640091116
57658,"Wakpala, SD 57658, USA",329,33.5,15833,7979,55.31914894,45.6837886,-100.538779,0,355.0,18.87323943661972
5736,"Center Rutland, VT 05736, USA",788,48.4,56313,36613,0.76142132,29.322153,-98.880571,6,,
25699,"Wilsondale, WV 25699, USA",119,42,11875,6104,89.91596639,37.9719124,-82.3343375,0,164.0,6.7073170731707314
37336,"Georgetown, TN 37336, USA",4864,44.4,48066,22370,14.76151316,35.3059815,-84.9193082,3,5031.0,3.319419598489366
5156,"Springfield, VT 05156, USA",9529,43.6,48872,25574,13.62157624,46.4130632,-113.5408598,0,,
54458,"Nelsonville, WI 54458, USA",150,36.5,56389,20718,17.33333333,44.4960026,-89.3099437,4,97.0,0.0
97321,"Albany, OR 97321, USA",24852,41.1,60271,27961,11.6570095,44.6393041,-123.1323006,24,26843.0,3.6136050366948553
6069,"Sharon, CT 06069, USA",2440,57,73958,54815,6.557377049,-31.7645555,116.005922,9,,
37764,"Kodak, TN 37764, USA",9241,41.1,46102,22642,15.56108646,35.9848005,-83.6135572,5,10083.0,2.856292770008926
80482,"Winter Park, CO 80482, USA",1151,46.5,61000,39984,1.563857515,39.8486665,-105.8055471,0,1052.0,4.752851711026616
79345,"Meadow, TX 79345, USA",968,41.1,53281,22971,17.3553719,33.3181424,-102.5068597,0,920.0,0.0
88337,"La Luz, NM 88337, USA",2487,48.1,46996,23700,6.393244873,33.0064888,-105.8642593,0,2206.0,5.7116953762466
13827,"Owego, NY 13827, USA",11795,44.2,56025,28315,8.71555744,42.1310032,-76.247912,7,11279.0,2.4470254455182197
61013,"Cedarville, IL 61013, USA",488,50.2,55000,27283,11.2704918,42.3717296,-89.6316376,3,431.0,1.8561484918793503
60622,"Chicago, IL 60622, USA",54272,31.1,68923,43393,14.77557488,41.9013087,-87.6827676,200,53680.0,3.0421013412816693
72833,"Danville, AR 72833, USA",4297,36.7,41512,17870,21.73609495,35.0111286,-93.4801349,0,4232.0,2.0321361058601135
72079,"Jefferson, AR 72079, USA",766,44.2,34375,20873,10.31331593,34.3891413,-92.1941598,1,668.0,17.21556886227545
28349,"Kenansville, NC 28349, USA",4277,38.3,39057,15572,17.9331307,34.9812417,-77.9053182,4,3094.0,3.038138332255979
68723,"Carroll, NE 68723, USA",513,51.2,59000,25617,5.653021442,42.2844717,-97.2221421,1,462.0,0.4329004329004329
68317,"Bennet, NE 68317, USA",1531,40.4,79063,30851,3.135205748,40.6740936,-96.5143087,1,1804.0,1.2195121951219512
44510,"Youngstown, OH 44510, USA",2543,35.5,13917,9907,52.02516713,41.1280414,-80.6715317,65,2772.0,9.956709956709958
77031,"Houston, TX 77031, USA",18079,30.5,39278,17932,25.07328945,29.6558257,-95.5459787,110,18052.0,4.293153113228451
78004,"Bergheim, TX 78004, USA",1397,44.7,124592,41737,0,29.8539024,-98.5336525,0,879.0,0.0
67530,"Great Bend, KS 67530, USA",19576,39.1,43352,26179,14.727217,38.3423212,-98.8142264,22,19300.0,2.0414507772020727
29170,"West Columbia, SC 29170, USA",21101,36.8,56415,25261,9.824178949,33.934921,-81.1526976,16,20630.0,2.7775084827920504
67351,"Liberty, KS 67351, USA",587,48.1,84250,30635,6.814310051,37.1353975,-95.551228,0,313.0,1.2779552715654952
27283,"Julian, NC 27283, USA",3124,43.4,52015,27215,7.458386684,35.9551354,-79.6389821,0,2728.0,2.6392961876832843
42031,"Clinton, KY 42031, USA",3251,49.1,32123,18442,24.17717625,36.6699583,-88.9988098,2,2891.0,2.940159114493255
18914,"Chalfont, PA 18914, USA",21694,39.4,101522,40247,2.696598138,40.2764064,-75.2128996,71,21130.0,1.8173213440605773
47393,"Williamsburg, IN 47393, USA",1823,40.4,53698,18472,20.62534284,39.9665432,-85.0129509,0,1795.0,0.0
69347,"Hay Springs, NE 69347, USA",1113,52.6,40250,23501,11.85983827,42.5867186,-102.6675575,0,1246.0,0.0
8340,"Milmay, NJ 08340, USA",716,42,100250,39030,5.167597765,36.213002,-93.8660913,0,,
6516,"West Haven, CT 06516, USA",55349,36.9,52353,26602,11.0426566,47.4404243,-92.2283866,0,,
55069,"Rush City, MN 55069, USA",5450,37.7,54203,20182,10.99082569,45.6951168,-92.9521365,2,5399.0,1.9448045934432303
2169,"Quincy, MA 02169, USA",55064,38.1,58669,32613,10.54227808,33.348093,-82.0928134,4,,
48221,"Detroit, MI 48221, USA",39455,39.6,38588,20123,23.49005196,42.4349152,-83.1541796,83,40536.0,8.582494572725478
6824,"Fairfield, CT 06824, USA",34864,38.5,128558,60182,4.692519504,47.5096429,-92.6038242,15,,
37080,"Joelton, TN 37080, USA",7962,44.3,61824,25231,8.013062045,36.3319963,-86.9223432,1,6980.0,1.5759312320916905
75149,"Mesquite, TX 75149, USA",58427,31.8,47739,19636,14.62337618,32.758351,-96.6103778,51,55797.0,3.036005520010036
27826,"Fairfield, NC 27826, USA",963,49.4,38362,16651,16.61474559,35.5738935,-76.2015572,2,1156.0,10.986159169550174
62330,"Dallas City, IL 62330, USA",1852,39.5,39271,20130,14.63282937,40.588868,-91.09694,1,1841.0,1.1406844106463878
80545,"Red Feather Lakes, CO 80545, USA",629,61.5,40583,30261,27.18600954,40.8242966,-105.6647142,0,683.0,0.8784773060029283
56289,"Sunburg, MN 56289, USA",671,47.7,57159,26149,3.874813711,45.3482794,-95.2487647,1,677.0,2.2156573116691285
83313,"Bellevue, ID 83313, USA",3609,35.4,45168,23296,20.0055417,43.3662171,-114.2796699,0,3696.0,3.1926406926406927
4418,"Greenbush, ME 04418, USA",1632,42,37955,19692,17.76960784,32.5252467,-95.7474591,0,,
75454,"Melissa, TX 75454, USA",5800,31.7,87125,29919,3.310344828,33.2774174,-96.5463156,4,8807.0,1.0673328034517997
33129,"Miami, FL 33129, USA",14198,38.9,54127,41352,13.81180448,25.7564471,-80.2056382,200,12559.0,2.786846086471853
12942,"Keene, NY 12942, USA",724,44.4,42188,24003,20.5801105,44.266991,-73.7767398,1,836.0,7.057416267942584
73014,"Calumet, OK 73014, USA",1642,39.8,58264,26515,9.439707674,35.6172323,-98.1557066,1,1912.0,2.981171548117155
85353,"Tolleson, AZ 85353, USA",32308,26.7,50066,16046,14.97461929,33.4169563,-112.274168,24,39400.0,2.8223350253807107
25431,"Levels, WV 25431, USA",219,50.5,31161,21822,12.32876712,39.49588,-78.56107,0,366.0,0.0
76943,"Ozona, TX 76943, USA",3719,40,49643,22163,15.46114547,30.5146701,-101.0711758,0,3693.0,1.164365014893041
5301,"Guilford, VT 05301, USA",16819,44.1,49552,28510,13.57393424,46.6782059,-115.609296,0,,
79118,"Amarillo, TX 79118, USA",20026,34.6,62323,25783,11.9544592,35.1042931,-101.7296049,0,22279.0,1.4991696216167691
60421,"Elwood, IL 60421, USA",3960,40.1,70485,30466,8.585858586,41.4057538,-88.1096118,2,3828.0,3.29153605015674
55346,"Eden Prairie, MN 55346, USA",16405,40.8,100775,46370,3.212435233,44.8814895,-93.4902391,70,16732.0,1.356681807315324
64455,"Graham, MO 64455, USA",315,50.6,43542,25407,16.50793651,40.1808346,-94.9974461,1,375.0,0.5333333333333333
56726,"Greenbush, MN 56726, USA",1582,42.2,52235,27445,5.752212389,48.752125,-96.2297999,1,1813.0,1.4340871483728626
28371,"Parkton, NC 28371, USA",6628,33.6,43365,18333,21.16777308,34.9119197,-78.9966888,8,7425.0,3.8114478114478114
71957,"Mt Ida, AR 71957, USA",3004,54.9,35445,21459,16.67776298,34.5220817,-93.6015207,2,3005.0,1.464226289517471
52133,"Castalia, IA 52133, USA",625,40.3,66333,26065,5.28,43.1141677,-91.6663523,0,642.0,0.6230529595015576
67047,"Fall River, KS 67047, USA",754,52.1,39500,20428,17.37400531,37.6328421,-96.0467429,1,553.0,0.7233273056057866
98409,"Tacoma, WA 98409, USA",23423,31.4,46886,21513,19.83520471,47.2019421,-122.4780243,128,24003.0,3.682872974211557
25442,"Shenandoah Junction, WV 25442, USA",1734,35,73949,31249,6.978085352,39.371522,-77.8252923,10,1751.0,5.939463163906339
57005,"Brandon, SD 57005, USA",10610,34.6,69690,27832,7.80395853,43.6196972,-96.5996963,5,11350.0,1.092511013215859
22102,"McLean, VA 22102, USA",22146,40.2,112427,82461,3.720762214,38.9586422,-77.2290193,124,24463.0,2.836937415689
4357,"Richmond, ME 04357, USA",3393,43.4,59961,26571,8.871205423,34.614541,-95.2749613,1,,
