Zipcode,Address,Population_x,Median Age,Household Income,Per Capita Income,Poverty Rate,Lat,Lng,Bank Count,Population_y,Unemployment Rate
20886,"Montgomery Village, MD 20886, USA",34023,34,77136,35177,8.003409458,39.186097,-77.2002745,84,34468.0,3.290008123476848
69163,"Stapleton, NE 69163, USA",828,50.4,45481,25348,13.4057971,41.5155698,-100.5296115,1,949.0,0.5268703898840885
77807,"Bryan, TX 77807, USA",10882,30.2,42154,19089,24.96783679,30.665991,-96.471658,0,10288.0,1.7690513219284603
30309,"Atlanta, GA 30309, USA",21074,35,71854,66311,10.29230331,33.7971137,-84.3804888,197,23458.0,2.1911501406769545
53576,"Orfordville, WI 53576, USA",2452,37.9,55893,22504,12.19412724,42.6071661,-89.2277026,1,2277.0,2.5911286780852
28454,"Maple Hill, NC 28454, USA",1813,42.6,20711,13553,27.854385,34.6923643,-77.6307018,0,2349.0,4.001702852277565
56371,"Roscoe, MN 56371, USA",132,52.1,51250,26395,4.545454545,45.4335666,-94.6389975,1,104.0,1.9230769230769231
62373,"Sutter, IL 62373, USA",314,42.2,58382,22406,4.458598726,40.2402022,-91.3083685,0,269.0,0.0
72007,"Austin, AR 72007, USA",6065,34.7,53125,21845,9.200329761,35.0114278,-91.9979411,19,6804.0,2.880658436213992
43758,"Malta, OH 43758, USA",3517,39.5,43438,19770,21.35342622,39.6393367,-81.931657,6,2887.0,1.1084170419120194
57219,"Bristol, SD 57219, USA",727,50.1,57574,22913,5.777166437,45.2963479,-97.8048733,1,509.0,1.37524557956778
77336,"Huffman, TX 77336, USA",12022,36,62995,30721,9.632340709,30.0721659,-95.0911062,3,12397.0,0.8711785109300637
83841,"Laclede, ID 83841, USA",171,60.8,26618,23912,0,48.1658871,-116.7578804,0,286.0,5.944055944055944
37727,"Del Rio, TN 37727, USA",2101,49.8,29779,20369,25.70204664,35.9080666,-83.0146526,0,2385.0,4.234800838574423
4107,"Cape Elizabeth, ME 04107, USA",8993,48.4,98629,53526,3.180251307,32.161272,-94.928204,0,,
68947,"Hildreth, NE 68947, USA",622,45.5,56250,33158,5.78778135,40.2577563,-99.0792263,0,662.0,2.56797583081571
3104,"Manchester, NH 03104, USA",33145,37.6,60468,32130,11.0423895,36.7531922,-85.3976136,3,,
8002,"Cherry Hill, NJ 08002, USA",22025,39.7,68465,34026,8.308740068,47.3601376,8.5293292,200,,
65733,"Protem, MO 65733, USA",653,51.3,33618,16655,15.46707504,36.5288863,-92.8588928,0,594.0,2.0202020202020203
18519,"Scranton, PA 18519, USA",4838,41.6,38990,24672,11.6783795,41.4635035,-75.626628,93,4635.0,3.9482200647249193
63128,"St. Louis, MO 63128, USA",29973,49.1,73440,39328,3.416408101,38.4948766,-90.3842527,96,30298.0,2.0232358571522875
98394,"Vaughn, WA 98394, USA",1567,39.1,57941,24595,4.977664327,47.3146613,-122.7741913,1,1380.0,5.072463768115942
10309,"Staten Island, NY 10309, USA",32646,38.5,86297,35719,6.766525761,40.5265593,-74.223802,110,33660.0,1.7914438502673797
57105,"Sioux Falls, SD 57105, USA",21984,38.2,52255,30000,8.956513828,43.521619,-96.722641,166,22105.0,1.62859081655734
42762,"Millwood, KY 42762, USA",531,42.3,30500,15664,18.45574388,37.4399698,-86.3934152,0,281.0,3.9145907473309607
55976,"Stewartville, MN 55976, USA",7480,37.5,53616,26641,6.99197861,43.8595945,-92.4801989,4,7854.0,0.6748153806977336
33496,"Boca Raton, FL 33496, USA",22354,54.2,83138,64715,7.935939877,26.4039904,-80.1596041,125,22124.0,2.693907069246068
47431,"Freedom, IN 47431, USA",1268,35.6,37500,19556,31.23028391,39.2274015,-86.8922723,0,1267.0,0.0
84093,"Sandy, UT 84093, USA",23237,41,94938,40837,5.116839523,40.596417,-111.8270486,110,23294.0,1.700008585901949
62063,"Medora, IL 62063, USA",1056,41.3,54074,25781,8.617424242,39.2166442,-90.1682271,1,1154.0,5.1993067590987865
2145,"Somerville, MA 02145, USA",24659,33,55487,29355,16.34697271,-33.8173961,150.9481887,200,,
28782,"Tryon, NC 28782, USA",6662,56.9,46713,28377,8.015610928,35.2542295,-82.116955,4,6370.0,2.8100470957613815
29001,"Alcolu, SC 29001, USA",1954,36.9,33205,17998,18.93551689,33.7823236,-80.1651854,0,2054.0,6.718597857838364
3064,"Nashua, NH 03064, USA",14533,40.6,64026,34045,11.64934976,30.4073242,-91.1021258,134,,
85611,"Elgin, AZ 85611, USA",963,53.1,50441,23419,9.345794393,31.672597,-110.4977108,0,931.0,1.8259935553168636
57021,"Davis, SD 57021, USA",395,34.5,81875,28762,2.784810127,43.2616752,-96.974604,0,205.0,1.4634146341463414
99102,"Albion, WA 99102, USA",519,35.4,43977,23766,11.75337187,46.7897474,-117.2503412,0,550.0,7.636363636363637
76525,"Evant, TX 76525, USA",1113,44.9,42750,21032,11.32075472,31.4823544,-98.1557066,1,1051.0,1.3320647002854424
43804,"Baltic, OH 43804, USA",3750,25.4,36841,12923,28.85333333,40.4514728,-81.7458845,3,3748.0,0.6403415154749199
21901,"North East, MD 21901, USA",16786,37.3,65951,29821,12.21255808,39.5855017,-75.9579358,8,17538.0,2.9364807845820504
41835,"McRoberts, KY 41835, USA",967,50.9,43690,19524,29.47259566,37.2144212,-82.6645469,5,945.0,6.455026455026455
87029,"Lindrith, NM 87029, USA",218,54.4,29265,28152,18.34862385,36.4560808,-106.9594723,0,229.0,0.0
27288,"Eden, NC 27288, USA",23445,42.5,33800,18470,22.38430369,36.4919544,-79.7624177,10,23370.0,4.65982028241335
44276,"Sterling, OH 44276, USA",1879,40.2,52330,24753,13.51782863,40.9413645,-81.8333656,8,1924.0,2.858627858627859
58331,"Egeland, ND 58331, USA",116,53.5,69792,51149,1.724137931,48.6206058,-99.1062244,0,69.0,5.797101449275362
28697,"Wilkesboro, NC 28697, USA",12899,42.9,39945,25458,22.92425769,36.1365807,-81.229853,17,13458.0,2.50408678852727
37398,"Winchester, TN 37398, USA",13589,45.6,43330,24562,12.19368607,35.1747032,-86.1141045,18,13999.0,2.2287306236159727
94556,"Moraga, CA 94556, USA",15064,47.4,120960,62600,4.155602762,37.8357202,-122.1178261,37,16249.0,2.5724659979075635
71046,"Keatchie, LA 71046, USA",1491,37.9,41825,23280,10.99932931,32.1366223,-93.9266502,0,1049.0,2.9551954242135365
32409,"Panama City, FL 32409, USA",8635,41.4,50461,24300,13.59583092,30.3424229,-85.7051116,1,10036.0,2.879633320047828
13640,"Wellesley Island, NY 13640, USA",241,62.8,88125,48388,3.734439834,44.3125911,-75.9908334,4,394.0,0.0
48468,"Port Hope, MI 48468, USA",1440,55.2,38882,22710,13.05555556,43.9642956,-82.7994194,1,1123.0,2.9385574354407837
27317,"Randleman, NC 27317, USA",16383,40.5,42295,22432,16.66971861,35.8392781,-79.7960523,6,16215.0,2.368177613320999
44251,"Westfield Center, OH 44251, USA",905,52.6,73021,47881,0.552486188,41.0296799,-81.9302928,9,865.0,3.930635838150289
95240,"Lodi, CA 95240, USA",46482,33.1,41172,19814,22.97233338,38.1484821,-121.1022942,2,48282.0,4.682904602129158
4268,"Norway, ME 04268, USA",4999,49.2,38629,21431,16.58331666,33.3178667,-94.6178524,0,,
2740,"New Bedford, MA 02740, USA",43308,37.4,34259,20649,24.51510114,35.9130399,-98.1210968,0,,
75640,"Diana, TX 75640, USA",4052,42.8,54423,22459,16.65844028,32.6978203,-94.7070616,1,5020.0,3.9243027888446216
63304,"St Charles, MO 63304, USA",40094,39.8,85329,35568,4.337307328,38.7036005,-90.6488505,61,40937.0,2.0348340132398564
32064,"Live Oak, FL 32064, USA",6841,34.4,24090,14169,35.87194855,30.2889718,-82.9985343,7,6782.0,5.691536419935122
5658,"Marshfield, VT 05658, USA",1505,41.6,43958,22443,17.6744186,46.606687,-114.584356,0,,
38152,"Memphis, TN 38152, USA",818,19.8,,2691,0,35.1242857,-89.9360705,108,1038.0,8.574181117533719
17263,"State Line, PA 17263, USA",597,47,63430,37458,15.41038526,39.7229767,-77.7246414,23,294.0,0.0
14555,"Sodus Point, NY 14555, USA",1229,54.9,57500,30559,11.31000814,43.2605563,-76.9815877,2,1124.0,4.6263345195729535
46704,"Arcola, IN 46704, USA",194,35.4,31089,13796,6.18556701,41.1036195,-85.2926152,19,32.0,0.0
65729,"Pontiac, MO 65729, USA",337,54.1,67350,32609,28.78338279,36.5328999,-92.5842062,0,350.0,0.0
60468,"Peotone, IL 60468, USA",5847,41.5,75000,30813,3.488968702,41.3200326,-87.7960067,2,6039.0,6.640172213942706
60305,"River Forest, IL 60305, USA",11183,41.4,113317,62034,5.651435214,41.8940762,-87.8205864,198,11215.0,1.5693267944716898
52320,"Olin, IA 52320, USA",1109,46.6,59167,29853,9.738503156,42.0130002,-91.1544963,1,1156.0,0.7785467128027682
17980,"Tower City, PA 17980, USA",2963,45.3,50240,24934,10.76611542,40.596463,-76.5430429,6,3064.0,3.4595300261096606
43157,"Thurston, OH 43157, USA",606,32.6,27614,13239,32.34323432,39.8433948,-82.5496946,5,578.0,3.4602076124567476
29113,"Norway, SC 29113, USA",2176,32.1,36875,13381,24.31066176,33.4229886,-81.1306391,0,1592.0,11.306532663316583
957,"Bayamón, 00957, Puerto Rico",46252,37.1,23736,11453,37.99619476,30.7534656,-91.080247,1,,
37737,"Friendsville, TN 37737, USA",5464,45.7,54405,29839,11.20058565,35.76046,-84.1118458,1,5523.0,2.7159152634437804
55735,"Finlayson, MN 55735, USA",1802,49,40592,23097,15.53829079,46.2074923,-93.0263934,0,1705.0,2.1700879765395893
59522,"Chester, MT 59522, USA",1784,49.2,43036,25407,26.00896861,48.5176651,-111.0536023,3,1723.0,1.2768427161926872
61067,"Ridott, IL 61067, USA",645,49.6,40726,37925,8.062015504,42.3040907,-89.4836688,0,656.0,1.6768292682926829
47926,"Burnettsville, IN 47926, USA",932,35.9,50469,20121,8.690987124,40.7163401,-86.5905371,1,1377.0,2.1060275962236745
47436,"Heltonville, IN 47436, USA",1557,42.5,42042,18000,10.46885035,38.963881,-86.4086061,0,1533.0,4.0443574690150035
63138,"St. Louis, MO 63138, USA",20863,30.3,33691,17488,25.58596559,38.7994436,-90.2057108,17,19301.0,7.538469509351847
88353,"Vaughn, NM 88353, USA",534,26.9,30179,12829,13.48314607,34.5290087,-105.1258955,0,311.0,0.0
52217,"Clutier, IA 52217, USA",447,47.8,40625,22426,7.606263982,42.07293,-92.4011124,1,546.0,1.2820512820512822
37101,"McEwen, TN 37101, USA",6388,41.1,50398,21198,12.7269881,36.0444297,-87.6383797,2,6737.0,2.4788481519964374
98012,"Bothell, WA 98012, USA",52351,37.2,88283,39165,5.810777254,47.837259,-122.2155192,121,62039.0,1.9939070584632248
71031,"Goldonna, LA 71031, USA",1012,49.8,44250,20250,14.92094862,32.0275947,-92.9175955,0,1249.0,9.767814251401122
78565,"Los Ebanos, TX 78565, USA",216,41.3,8611,5960,90.27777778,26.2378647,-98.5583676,2,133.0,0.0
45780,"The Plains, OH 45780, USA",3351,41,33892,17139,28.79737392,39.3676641,-82.1305609,15,3102.0,2.1921341070277243
82932,"Farson, WY 82932, USA",1032,35.9,91115,40005,2.228682171,42.1543456,-109.4259114,0,325.0,3.6923076923076925
98270,"Marysville, WA 98270, USA",46105,35.2,65130,26833,12.85543867,48.0563616,-122.1492224,40,50586.0,3.431779543747282
22834,"Linville, VA 22834, USA",1092,38.6,40357,30224,8.882783883,38.5503911,-78.8722341,1,938.0,3.304904051172708
62613,"Athens, IL 62613, USA",3774,37.8,60284,28806,5.908850026,40.0013284,-89.6816208,1,4053.0,2.4919812484579325
32444,"Lynn Haven, FL 32444, USA",19205,40.2,61233,28643,10.77323614,30.2371159,-85.6537627,34,21364.0,3.2063284029208012
28663,"Piney Creek, NC 28663, USA",709,39.6,36000,20294,13.39915374,36.5401134,-81.3069315,0,727.0,3.8514442916093534
18042,"Easton, PA 18042, USA",41921,35.2,45441,23227,15.42663581,40.6551234,-75.2128996,55,42140.0,3.576174655908875
55802,"Duluth, MN 55802, USA",2212,59.5,24674,31860,25.36166365,46.7534028,-92.0681618,44,2313.0,4.453091223519239
77039,"Houston, TX 77039, USA",28151,27.2,38167,12255,29.73961849,29.9068387,-95.3363951,34,27972.0,1.5694265694265694
19944,"Fenwick Island, DE 19944, USA",551,63.7,62000,56948,2.359346642,38.4656784,-75.0552739,12,706.0,1.6997167138810199
50525,"Clarion, IA 50525, USA",3491,42.2,39200,25499,16.06989401,42.7624458,-93.7841503,5,3414.0,3.0462800234329235
44273,"Seville, OH 44273, USA",6704,44.5,65368,30043,5.235680191,41.0123359,-81.8442934,13,7340.0,1.4713896457765667
17051,"Mcveytown, PA 17051, USA",4693,42.6,43234,19984,9.71659919,40.4491629,-77.7680952,1,4976.0,1.3464630225080385
76706,"Waco, TX 76706, USA",36055,22.6,26398,14613,38.15004854,31.456042,-97.0713572,1,36680.0,2.5027262813522357
23219,"Richmond, VA 23219, USA",3284,25.4,19231,24403,38.79415347,37.5410261,-77.4386429,112,4138.0,5.292411793136781
12723,"Callicoon, NY 12723, USA",2196,43.2,58102,25249,11.70309654,41.7682361,-75.0026972,5,1653.0,2.782819116757411
64081,"Lee's Summit, MO 64081, USA",23549,41.3,76684,35039,5.507664869,38.9119463,-94.4136213,63,24226.0,1.564434904647899
92310,"Fort Irwin, CA 92310, USA",9049,22.7,49778,19066,7.768814234,35.2682707,-116.7142835,2,9053.0,2.3307190986413344
38339,"Guys, TN 38339, USA",574,40.5,44500,21109,26.65505226,35.0627165,-88.5081765,1,633.0,5.687203791469194
5454,"Fairfax, VT 05454, USA",4754,38.7,74911,31192,2.692469499,47.3956791,8.3486479,66,,
12450,"Lanesville, NY 12450, USA",204,58.7,22200,20052,15.68627451,42.127653,-74.2296713,0,141.0,0.0
58259,"Michigan, ND 58259, USA",384,54.1,48295,31803,4.947916667,48.0513919,-98.1299519,1,378.0,0.5291005291005291
96818,"Honolulu, HI 96818, USA",51522,31.3,70850,26894,8.551686658,21.34853,-157.9583246,45,58777.0,2.0450176089286627
42025,"Benton, KY 42025, USA",19744,43.2,42310,21348,11.51742301,36.8138037,-88.362785,10,19679.0,2.72879719497942
47003,"West College Corner, IN 47003, USA",1029,41,39519,19997,16.71525753,39.5221256,-84.8411536,10,962.0,1.2474012474012475
29468,"Pineville, SC 29468, USA",1768,43.8,19663,28526,37.27375566,33.4205299,-80.0758425,0,2057.0,7.875546912980068
83849,"Osburn, ID 83849, USA",1780,49,37946,22393,5.561797753,47.5379603,-115.9890696,3,1950.0,5.17948717948718
13326,"Cooperstown, NY 13326, USA",5456,50.4,57375,35094,8.431085044,42.7284259,-74.8974925,8,5523.0,2.552960347637154
93605,"Big Creek, CA 93605, USA",243,49.2,84375,34293,1.646090535,37.1890642,-119.2437011,0,170.0,7.647058823529412
97016,"Clatskanie, OR 97016, USA",6714,45.6,57153,25154,14.38784629,46.0522259,-123.2831436,0,6568.0,3.928136419001218
44143,"Cleveland, OH 44143, USA",24044,48.5,60265,34714,6.034769589,41.5544029,-81.4828198,111,24067.0,3.2866580795279843
98591,"Toledo, WA 98591, USA",3837,49,50488,24795,10.50299713,46.4642769,-122.7398348,0,3126.0,1.183621241202815
37191,"Woodlawn, TN 37191, USA",4226,39.3,63393,28185,7.311878845,36.5197091,-87.5593613,0,3909.0,4.732668201586083
73560,"Olustee, OK 73560, USA",609,26.9,28942,17101,29.22824302,34.5193245,-99.4339343,0,795.0,2.7672955974842766
87583,"Villanueva, NM 87583, USA",115,60.4,4955,5947,63.47826087,35.2256813,-105.3248269,0,130.0,0.0
5261,"Pownal, VT 05261, USA",2835,45,56667,25144,10.26455026,35.7259928,-93.5498888,0,,
21750,"Hancock, MD 21750, USA",3999,38.6,47857,21608,11.10277569,39.6931059,-78.2703951,2,3713.0,2.639375168327498
72039,"Damascus, AR 72039, USA",2402,40.8,33857,19838,22.98084929,35.3440282,-92.4406387,2,2354.0,4.078164825828377
62673,"Oakford, IL 62673, USA",697,35.9,60179,19800,17.36011478,40.0940561,-89.9720133,0,569.0,4.569420035149385
41540,"Lick Creek, KY 41540, USA",235,40.2,62672,24235,9.787234043,37.3845617,-82.3289111,3,275.0,0.0
57315,"Avon, SD 57315, USA",1141,40.3,44813,21359,16.38913234,42.9871112,-98.068343,1,1160.0,1.8103448275862069
20615,"Broomes Island, MD 20615, USA",424,43.4,114375,43920,5.188679245,38.4132166,-76.5546031,2,503.0,16.69980119284294
27298,"Liberty, NC 27298, USA",8969,45.4,43097,23966,11.91883153,35.874799,-79.582819,4,10012.0,1.3983220135836996
5053,"North Pomfret, VT 05053, USA",331,56.1,70227,39193,10.57401813,33.0536882,-89.4169995,0,,
79764,"Odessa, TX 79764, USA",20868,34.2,50556,21883,13.72436266,31.8840886,-102.4953899,0,22105.0,5.152680389052251
757,"Santa Isabel, 00757, Puerto Rico",23231,34.3,18033,9412,48.99487753,30.5177349,-92.4888303,8,,
74643,"Lamont, OK 74643, USA",453,39.5,43214,22991,8.167770419,36.6706849,-97.5680595,1,396.0,0.7575757575757576
82327,"Hanna, WY 82327, USA",792,39.8,34531,22759,25.25252525,42.1409889,-106.676292,0,743.0,0.0
44093,"Williamsfield, OH 44093, USA",1104,37.8,32344,20559,42.21014493,41.5267526,-80.621591,2,1242.0,5.072463768115942
90210,"Beverly Hills, CA 90210, USA",21548,46.4,132254,111364,7.420642287,6.5858886,100.9354944,4,20016.0,2.453037569944045
91207,"Glendale, CA 91207, USA",10435,45.6,91005,47259,4.532822233,34.1893001,-118.2702036,146,10288.0,2.6049766718506997
37067,"Franklin, TN 37067, USA",23391,37.6,95155,45675,3.266213501,35.9046545,-86.7718017,76,28773.0,1.9010878253918604
57369,"Platte, SD 57369, USA",2344,47.7,46196,23758,8.361774744,43.400581,-98.9687011,0,2571.0,0.4278490859587709
45897,"Williamstown, OH 45897, USA",155,45.3,,8999,50.96774194,40.8402988,-83.66144,3,35.0,0.0
25165,"Racine, WV 25165, USA",451,41.1,49886,24418,9.312638581,38.1513972,-81.6528219,1,559.0,5.545617173524151
45005,"Franklin, OH 45005, USA",29997,40.5,52016,24292,9.850985099,39.543358,-84.3016021,47,31052.0,3.6422774700502383
99661,"Sand Point, AK 99661, USA",1243,39.6,71250,27423,18.66452132,55.2693058,-160.6748964,0,1356.0,2.8761061946902653
1430,"Ashburnham, MA 01430, USA",6119,42.4,83532,34454,6.896551724,36.448913,-78.578365,0,,
78122,"Leesville, TX 78122, USA",200,56.6,30610,20433,13,29.4165096,-97.6873706,0,291.0,3.7800687285223367
50433,"Dougherty, IA 50433, USA",206,45.4,55781,41122,3.883495146,42.920982,-93.0375914,1,208.0,4.326923076923077
59802,"Missoula, MT 59802, USA",19292,33,37931,25060,22.29939871,46.9539821,-113.9120099,0,19376.0,4.386870355078448
3077,"Raymond, NH 03077, USA",10218,39.5,61488,27774,6.517909571,30.2251986,-93.3593315,20,,
22191,"Woodbridge, VA 22191, USA",61863,30.9,79198,31401,10.41494916,38.6317233,-77.2520101,57,68338.0,3.012964968246071
12769,"Phillipsport, NY 12769, USA",142,50.2,48750,29437,27.46478873,41.6431129,-74.4481662,0,195.0,9.23076923076923
21053,"Freeland, MD 21053, USA",3227,45.5,90361,36118,3.811589712,39.6970138,-76.7221082,7,3575.0,3.944055944055944
48851,"Lyons, MI 48851, USA",2493,36.5,53704,22288,8.182912154,42.9652441,-84.9193082,1,2292.0,2.7050610820244327
6377,"Sterling, CT 06377, USA",2787,38.5,71509,28464,7.786149982,46.9614316,8.5753299,17,,
88321,"Encino, NM 88321, USA",117,57.4,27054,31962,10.25641026,34.7032677,-105.4536718,0,91.0,0.0
14131,"Ransomville, NY 14131, USA",4756,47.9,57500,27970,9.440706476,43.2320594,-78.9061921,1,5107.0,4.072841198355198
96084,"Round Mountain, CA 96084, USA",593,55,31897,23506,16.69477234,40.9048101,-122.0229676,0,444.0,2.9279279279279278
41763,"Slemp, KY 41763, USA",645,41.6,36827,16535,17.98449612,37.0495523,-83.1166438,0,783.0,3.9591315453384417
35005,"Adamsville, AL 35005, USA",8150,38.2,46059,21273,17.86503067,33.6047446,-87.0424393,2,7549.0,5.881573718373295
84116,"Salt Lake City, UT 84116, USA",33574,29.2,42235,15888,21.27241318,40.8038325,-112.0237903,7,35841.0,3.0746909963449682
55419,"Minneapolis, MN 55419, USA",26808,36.8,94177,49251,8.075947478,44.9061358,-93.2885455,162,27268.0,2.3214023764119114
79778,"Rankin, TX 79778, USA",900,44.6,61806,28706,10.44444444,31.1870316,-101.9119871,1,903.0,1.2181616832779623
16930,"Liberty, PA 16930, USA",1348,41,44934,20611,15.05934718,41.5701913,-77.1255055,1,1319.0,2.122820318423048
74438,"Hitchita, OK 74438, USA",265,31.6,46875,14888,17.35849057,35.5198866,-95.7513494,0,144.0,1.3888888888888888
25401,"Martinsburg, WV 25401, USA",14987,34.7,36600,21158,27.20357643,39.4529363,-77.9681544,32,14146.0,6.397568217163863
53816,"Mt Hope, WI 53816, USA",942,33.4,44375,18813,29.29936306,42.9580239,-90.8484524,1,829.0,1.4475271411338964
72856,"Sand Gap, AR 72856, USA",528,52.1,31016,24773,9.28030303,35.7781087,-93.0676373,0,375.0,4.266666666666667
42366,"Philpot, KY 42366, USA",5847,43.2,63170,26182,4.976911237,37.7060405,-86.9624086,0,5639.0,2.003901400957617
54120,"Fence, WI 54120, USA",111,53.5,31250,19959,11.71171171,45.7217009,-88.3800868,0,231.0,6.0606060606060606
23389,"Harborton, VA 23389, USA",136,73.3,,13575,0,37.6502818,-75.8388698,0,348.0,9.770114942528735
1922,"Byfield, MA 01922, USA",3025,44.4,109301,40983,2.181818182,38.3035226,-85.0085446,1,,
99753,"Koyuk, AK 99753, USA",279,19.9,28333,8987,53.76344086,64.9424911,-161.1275809,0,248.0,12.903225806451612
16636,"Dysart, PA 16636, USA",801,47.6,42303,21236,14.48189763,40.594001,-78.4865602,0,707.0,4.384724186704385
95051,"Santa Clara, CA 95051, USA",53152,36.1,100504,43487,6.865216737,37.3598283,-121.9814354,176,57087.0,2.5119554364391194
55433,"Minneapolis, MN 55433, USA",34024,36.3,59258,27493,9.972372443,45.1670628,-93.3132624,64,34803.0,2.5285176565238627
76556,"Milano, TX 76556, USA",1392,50.7,39375,21201,17.52873563,30.6897762,-96.8994495,0,1281.0,1.795472287275566
14304,"Niagara Falls, NY 14304, USA",29745,44.7,47878,25791,11.23213986,43.0939533,-78.9627624,20,28977.0,2.4157090105946093
